title,location,type,area,bedrooms,bathrooms,yearBuilt,amenities,price
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,1358,1,2,2002,"Security,WiFi,Parking",684634
Premium Condo in Bangalore,"Bangalore, KA",Condo,1731,6,3,1997,"Security,Parking,Pool",1411936
Premium Villa in Pune,"Pune, MH",Villa,1364,2,3,2013,WiFi,848540
Premium Condo in Pune,"Pune, MH",Condo,738,6,3,1985,Security,596400
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,3506,4,1,2021,"Gym,Parking,WiFi,Pool",1171033
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,2553,2,4,2018,"Gym,Garden",3499019
Premium Villa in Kolkata,"Kolkata, WB",Villa,3455,2,4,2013,"WiFi,Parking",1650290
Premium Villa in Mumbai,"Mumbai, MH",Villa,1419,6,4,2024,"Gym,Pool,Parking",2555381
Premium Apartment in Chennai,"Chennai, TN",Apartment,3080,6,1,1990,Gym,1259827
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,2365,1,3,2016,WiFi,1748618
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,4070,4,4,2019,"Parking,Security,Garden,WiFi,Gym",4310751
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,3613,5,1,1982,"Parking,Pool,Security",1862971
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,683,6,4,2002,"Pool,Gym,Garden",1826942
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,3360,3,4,2010,"WiFi,Pool,Security,Parking",1223062
Premium Apartment in Pune,"Pune, MH",Apartment,892,6,4,2003,"Pool,Security,Gym",627798
Premium Townhouse in Pune,"Pune, MH",Townhouse,1553,3,4,2012,"Garden,Gym,WiFi,Security,Parking",663884
Premium Condo in Mumbai,"Mumbai, MH",Condo,1455,6,3,2021,"WiFi,Parking,Garden,Pool,Security",1493294
Premium Condo in Delhi,"Delhi, DL",Condo,3527,2,4,1997,"WiFi,Parking",2287632
Premium Condo in Mumbai,"Mumbai, MH",Condo,1423,5,2,1983,"Garden,Pool,WiFi",1326065
Premium Apartment in Chennai,"Chennai, TN",Apartment,1459,2,1,2000,"Gym,Pool",568650
Premium Villa in Chennai,"Chennai, TN",Villa,2103,4,2,2014,"Parking,WiFi,Security,Pool",1399765
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,2362,2,3,1989,"Parking,Security,Garden,WiFi,Pool",859721
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,1972,4,4,1998,"Pool,Security",2678390
Premium Villa in Mumbai,"Mumbai, MH",Villa,2220,3,4,1986,"Garden,Pool,WiFi,Parking,Gym",2551561
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,4111,1,1,2003,Gym,1811054
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,2196,6,4,2013,"Gym,WiFi,Security,Pool",1842462
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,4389,5,4,1983,Parking,1805402
Premium Villa in Delhi,"Delhi, DL",Villa,3137,4,2,1983,"Security,Garden,Parking,Gym,Pool",3166862
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,720,2,1,2010,"Parking,Gym,Security,WiFi,Pool",328111
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,3673,5,4,2004,Pool,2321138
Premium Apartment in Chennai,"Chennai, TN",Apartment,2371,2,3,2001,"Pool,Garden,Security,WiFi",917771
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,2339,1,1,1990,Garden,3045872
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,2102,6,4,2023,WiFi,1080161
Premium Condo in Mumbai,"Mumbai, MH",Condo,1584,2,3,1998,"WiFi,Security,Gym",1147725
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,4430,6,3,2023,"Garden,Security",1854185
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,3718,5,4,1993,"Security,Gym,Parking,Garden",5253212
Premium Condo in Kolkata,"Kolkata, WB",Condo,1724,5,2,2003,Security,733150
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,4245,5,3,2000,"WiFi,Gym,Security,Garden,Parking",3461729
Premium Penthouse in Pune,"Pune, MH",Penthouse,4753,5,2,1989,Security,3650153
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,4245,5,1,1989,"Garden,Parking,Pool",1697529
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,4989,1,4,1988,"Security,Pool,Gym,Parking,WiFi",2219113
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,3130,5,1,2024,"Parking,WiFi",1091758
Premium Apartment in Pune,"Pune, MH",Apartment,2497,3,4,2016,WiFi,989374
Premium Apartment in Pune,"Pune, MH",Apartment,3716,3,2,2015,"Gym,Security",1301309
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,2443,2,4,2004,"WiFi,Gym,Parking,Pool",975036
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,4503,2,3,1986,"Garden,WiFi,Security",2268601
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,1468,5,2,2007,"WiFi,Garden",1990979
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,2231,5,1,1986,Gym,864943
Premium Condo in Pune,"Pune, MH",Condo,4937,3,4,1985,"Pool,Security",1613239
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,4309,6,4,1998,"Gym,Garden,WiFi,Security",1545081
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,3179,3,4,1989,"Security,Parking,Garden",1287259
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,909,3,4,2016,Parking,493623
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,3307,5,3,2010,Security,1329337
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,4027,5,3,1991,"Garden,WiFi,Parking",3246094
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,4089,3,3,2015,"WiFi,Parking,Gym,Garden,Security",2642892
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,4142,5,1,1983,"Parking,WiFi,Pool",3294972
Premium Villa in Kolkata,"Kolkata, WB",Villa,3548,5,4,1985,"WiFi,Pool,Gym,Security,Garden",2040962
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,1921,2,4,1984,"Pool,Parking,WiFi,Security",1374510
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,719,3,1,2005,"Security,Pool",1524124
Premium Villa in Pune,"Pune, MH",Villa,1020,1,3,2016,"Pool,Garden,Security",656214
Premium Villa in Chennai,"Chennai, TN",Villa,2440,1,1,2016,"Gym,Security,Parking",1125149
Premium Condo in Kolkata,"Kolkata, WB",Condo,2048,6,2,1991,"Pool,Security",997266
Premium Condo in Kolkata,"Kolkata, WB",Condo,3908,3,4,2017,"Parking,Pool",1384550
Premium Condo in Delhi,"Delhi, DL",Condo,2600,4,4,2019,"Parking,Pool,Garden,Security,WiFi",1806560
Premium Condo in Chennai,"Chennai, TN",Condo,738,4,1,2019,"WiFi,Security",462457
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,2677,5,2,1989,"Gym,Parking,WiFi,Garden",3251132
Premium Condo in Delhi,"Delhi, DL",Condo,4844,4,1,1992,"Security,Garden,Parking",2793657
Premium Condo in Delhi,"Delhi, DL",Condo,4666,3,3,1999,"Garden,Gym,Pool",3103850
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,2978,6,4,2024,"Security,Garden,Gym,Parking,WiFi",2434824
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,3249,4,4,2018,"Security,Garden,WiFi,Gym",1231528
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,1975,3,3,1980,"Garden,Security",3200761
Premium Condo in Pune,"Pune, MH",Condo,2871,4,1,2010,"WiFi,Garden",1018363
Premium Villa in Pune,"Pune, MH",Villa,1116,5,2,2020,"Gym,Garden,Security",883427
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,510,5,4,1995,"Gym,WiFi,Security",700291
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,4766,5,1,1983,"Parking,Gym,Pool,Security,Garden",1822403
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,1374,3,1,2007,"Parking,WiFi,Pool,Gym",886321
Premium Condo in Chennai,"Chennai, TN",Condo,3446,3,3,1993,"Pool,Garden",1128942
Premium Condo in Pune,"Pune, MH",Condo,2138,1,1,1996,Security,686371
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,2892,3,3,2000,"Garden,Security,Pool",1096477
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,1637,2,4,1990,"Parking,Gym,WiFi,Security",967070
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,1028,4,1,1985,"WiFi,Garden,Gym,Security",483566
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,2358,1,2,1989,"WiFi,Security,Pool",2979225
Premium Villa in Chennai,"Chennai, TN",Villa,3882,4,1,1995,"Security,WiFi,Garden,Gym,Pool",1882448
Premium Villa in Delhi,"Delhi, DL",Villa,4770,4,1,2005,"WiFi,Pool,Parking,Gym",4553087
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,3240,1,3,1998,"Security,Garden,Gym,Pool,WiFi",1165071
Premium Condo in Kolkata,"Kolkata, WB",Condo,2351,4,4,2003,Garden,1003821
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,1823,5,3,2006,Garden,1795242
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,2125,1,4,2008,"Gym,Parking",1183580
Premium Villa in Pune,"Pune, MH",Villa,1475,3,4,2011,"Parking,WiFi,Security,Garden,Pool",1096987
Premium Condo in Delhi,"Delhi, DL",Condo,4144,6,1,1990,Pool,3042755
Premium Condo in Kolkata,"Kolkata, WB",Condo,4109,3,4,2014,Gym,1581153
Premium Villa in Mumbai,"Mumbai, MH",Villa,3503,4,2,2021,"Gym,Security,Pool",3727856
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,4351,5,4,1988,"WiFi,Pool,Security,Gym",3384130
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,3418,4,4,1981,"Pool,Parking,Garden,WiFi,Gym",2115557
Premium Condo in Delhi,"Delhi, DL",Condo,795,1,1,2020,"Garden,WiFi,Parking,Pool",509260
Premium Townhouse in Pune,"Pune, MH",Townhouse,3663,4,2,2007,Security,1382772
Premium Villa in Mumbai,"Mumbai, MH",Villa,2927,3,4,2016,"Pool,Parking,WiFi",3388980
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,4292,4,2,1989,Security,1642894
Premium Penthouse in Ahmedabad,"Ahmedabad, GJ",Penthouse,1810,2,1,2018,"WiFi,Garden",1337877
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,2428,4,1,1982,"WiFi,Security",1774439
Premium Condo in Mumbai,"Mumbai, MH",Condo,651,3,2,1996,"Parking,Gym,Pool",788781
Premium Villa in Pune,"Pune, MH",Villa,2694,1,1,2009,WiFi,1409725
Premium Condo in Delhi,"Delhi, DL",Condo,2348,5,1,1984,"Security,Parking,WiFi,Pool",1627892
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,4520,5,1,1991,Gym,1754224
Premium Villa in Pune,"Pune, MH",Villa,1156,3,2,2011,"Parking,Pool",729365
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,509,5,2,1985,"Garden,WiFi,Parking,Pool,Gym",412182
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,3242,2,4,1982,"WiFi,Parking,Gym,Security",2092572
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,1786,2,2,2010,"WiFi,Parking,Gym,Security,Garden",1015683
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,4030,2,4,2016,"Gym,Parking,WiFi,Security,Garden",2215766
Premium Condo in Mumbai,"Mumbai, MH",Condo,1856,4,1,2023,"Pool,Gym,Parking,WiFi",1485189
Premium Villa in Kolkata,"Kolkata, WB",Villa,3763,6,4,1981,"WiFi,Security,Pool,Garden,Parking",2351971
Premium Villa in Pune,"Pune, MH",Villa,4567,4,3,1990,Security,2370757
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,1729,4,1,1988,"WiFi,Garden,Gym",1457904
Premium Villa in Chennai,"Chennai, TN",Villa,2130,5,3,2000,"Pool,Garden,Parking,Gym",1486755
Premium Apartment in Delhi,"Delhi, DL",Apartment,1314,2,2,1995,"Pool,Security",948432
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,544,1,1,1999,"Gym,Parking",236585
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,3127,1,2,1988,"Security,Parking,Garden,Gym",1076853
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,1266,2,3,2013,"Gym,Parking,Garden",739739
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,1518,2,2,2008,"Parking,WiFi,Security",957947
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,1773,2,1,1995,Gym,680598
Premium Condo in Delhi,"Delhi, DL",Condo,3608,2,1,1992,"WiFi,Parking",1988858
Premium Condo in Bangalore,"Bangalore, KA",Condo,1370,2,3,1996,Security,782212
Premium Condo in Kolkata,"Kolkata, WB",Condo,4374,4,1,1987,"Garden,Parking",1381762
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,4156,1,4,1980,Parking,2103610
Premium Condo in Bangalore,"Bangalore, KA",Condo,3840,5,4,1990,"Parking,WiFi",2117668
Premium Villa in Chennai,"Chennai, TN",Villa,560,4,1,1986,"Security,WiFi,Gym",618200
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,1581,2,3,2004,"Security,WiFi",2030911
Premium Apartment in Delhi,"Delhi, DL",Apartment,2165,6,3,2015,"Gym,Pool",1715278
Premium Condo in Chennai,"Chennai, TN",Condo,3042,5,4,2005,WiFi,1289438
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,1164,2,2,1990,WiFi,492711
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,2950,3,4,1990,Gym,1123616
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,1962,1,3,1997,Garden,1303656
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,3455,2,4,2019,"Parking,Security,Pool,Gym,WiFi",1245236
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,3733,1,2,2014,Pool,1120494
Premium Villa in Delhi,"Delhi, DL",Villa,3129,6,4,2011,"Parking,Garden,Pool,Security",3854005
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,3449,5,2,2009,Parking,2567341
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,3011,2,3,1982,Parking,2276534
Premium Condo in Pune,"Pune, MH",Condo,3518,1,1,1990,"Parking,Gym,Garden,Pool",1057150
Premium Condo in Pune,"Pune, MH",Condo,1750,6,4,2001,"Gym,Garden,WiFi",974124
Premium Condo in Mumbai,"Mumbai, MH",Condo,4903,2,2,1986,"Gym,Garden",3372347
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,4193,5,2,2022,"Pool,Security,Parking",2479287
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,3703,5,1,2020,Security,1395818
Premium Villa in Pune,"Pune, MH",Villa,1650,3,3,2000,Pool,1157297
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,2731,2,1,2021,"Pool,Security,Gym",2004276
Premium Condo in Bangalore,"Bangalore, KA",Condo,1421,6,3,1981,"Garden,Security",1090576
Premium Apartment in Pune,"Pune, MH",Apartment,2602,2,4,2001,"Security,WiFi,Garden",908955
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,1078,2,3,2008,"WiFi,Gym",524364
Premium Villa in Kolkata,"Kolkata, WB",Villa,2159,5,4,2017,"Security,WiFi,Pool,Garden",1585257
Premium Condo in Pune,"Pune, MH",Condo,4550,4,4,2021,"Pool,Parking,WiFi,Security",1699568
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,3953,1,1,1984,"Parking,Pool,Security",1821378
Premium Villa in Mumbai,"Mumbai, MH",Villa,881,3,4,2020,"Garden,Pool,Parking,Security,Gym",1624064
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,2416,1,4,2006,"Pool,WiFi",1267947
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,3771,1,4,1995,"Parking,Garden,Gym,WiFi,Pool",3525172
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,980,4,4,2006,"Garden,WiFi,Gym,Security,Parking",1197114
Premium Penthouse in Mumbai,"Mumbai, MH",Penthouse,3247,3,3,1991,"Pool,WiFi,Gym,Garden",4740188
Premium Apartment in Delhi,"Delhi, DL",Apartment,1515,3,2,2017,"Parking,Security,Pool,Gym,WiFi",1150568
Premium Apartment in Mumbai,"Mumbai, MH",Apartment,4248,3,1,2019,"Garden,WiFi,Security",2947671
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,540,2,3,2021,"WiFi,Security",336686
Premium Villa in Mumbai,"Mumbai, MH",Villa,4386,6,4,1999,"Security,Gym,WiFi",5521315
Premium Condo in Mumbai,"Mumbai, MH",Condo,3711,6,4,2020,"Pool,Garden,Security",2689370
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,556,3,4,1992,"Security,Garden,WiFi",612879
Premium Condo in Bangalore,"Bangalore, KA",Condo,998,1,4,1997,"Garden,Pool,WiFi,Security,Gym",655693
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,4377,1,4,2009,Gym,2690219
Premium Villa in Mumbai,"Mumbai, MH",Villa,4611,1,4,2012,"WiFi,Security",4493947
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,2250,1,2,1988,Parking,732583
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,4712,4,1,2008,"Gym,Parking",1564596
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,4416,2,3,1987,"WiFi,Security,Garden,Gym",1414858
Premium Condo in Chennai,"Chennai, TN",Condo,4849,3,4,1987,"Pool,Gym,WiFi,Garden",1628367
Premium Apartment in Pune,"Pune, MH",Apartment,4666,1,1,2006,"Garden,Security,Parking,Gym,Pool",1353280
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,1325,4,2,2012,"Gym,Garden,Parking",667681
Premium Apartment in Pune,"Pune, MH",Apartment,1064,4,2,2018,Gym,555963
Premium Villa in Mumbai,"Mumbai, MH",Villa,4621,2,4,1982,Gym,4563798
Premium Apartment in Chennai,"Chennai, TN",Apartment,4946,4,4,1988,"Parking,Pool,WiFi,Garden,Security",1661765
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,2608,6,2,1996,"Gym,Security,Garden,Parking,WiFi",1894127
Premium Apartment in Delhi,"Delhi, DL",Apartment,2724,5,3,2019,"Security,Gym,Pool",1875931
Premium Condo in Pune,"Pune, MH",Condo,2500,6,1,2023,"Gym,Pool",1140602
Premium Apartment in Pune,"Pune, MH",Apartment,2467,1,4,2019,Gym,931221
Premium Condo in Chennai,"Chennai, TN",Condo,1562,4,2,2006,Security,705180
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,2654,1,3,2020,"Security,Parking,WiFi",1327963
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,2906,1,4,2006,"Garden,WiFi,Security,Gym",1085126
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,2171,4,3,2005,WiFi,3088592
Premium Condo in Chennai,"Chennai, TN",Condo,4174,4,2,2018,"Pool,Security,Garden",1634653
Premium Villa in Hyderabad,"Hyderabad, TS",Villa,2031,6,3,2023,"WiFi,Garden,Gym,Parking,Security",1580043
Premium Apartment in Delhi,"Delhi, DL",Apartment,1418,4,1,2007,"WiFi,Pool,Gym,Parking,Security",1096205
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,3147,2,4,2018,"WiFi,Gym,Garden,Security",2450980
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,1240,6,4,2005,Security,1180870
Premium Villa in Delhi,"Delhi, DL",Villa,4665,6,4,2011,"Garden,Parking,Security,Gym,Pool",5277052
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,3892,3,3,1983,"Parking,Garden",1386120
Premium Villa in Delhi,"Delhi, DL",Villa,3921,6,3,1999,"Garden,Gym",3963423
Premium Townhouse in Kolkata,"Kolkata, WB",Townhouse,3595,6,4,2008,"WiFi,Pool,Security,Parking",1373606
Premium Villa in Kolkata,"Kolkata, WB",Villa,4967,1,2,2015,"Garden,WiFi,Parking",2448047
Premium Townhouse in Ahmedabad,"Ahmedabad, GJ",Townhouse,740,5,1,2005,Parking,498149
Premium Condo in Chennai,"Chennai, TN",Condo,790,5,3,2003,"Garden,WiFi,Pool",511139
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,2261,4,3,1981,"Security,WiFi,Gym",1396582
Premium Condo in Kolkata,"Kolkata, WB",Condo,1082,1,4,2017,"Security,Garden,Parking",425574
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,3123,6,2,1983,"Garden,Pool",1304202
Premium Condo in Bangalore,"Bangalore, KA",Condo,3659,4,2,1984,"Gym,Parking,Pool,WiFi",1890809
Premium Penthouse in Delhi,"Delhi, DL",Penthouse,4662,4,2,2001,"Garden,Security,WiFi,Gym",5493743
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,2481,2,4,1980,"Security,Garden,WiFi,Parking,Gym",2779370
Premium Villa in Mumbai,"Mumbai, MH",Villa,2984,6,1,1984,"Gym,Parking,Security",3922146
Premium Penthouse in Pune,"Pune, MH",Penthouse,3464,2,4,2021,"Parking,Security",2449037
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,4865,4,3,2008,"Pool,Garden,Parking,Security,Gym",1759747
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,1059,6,1,2021,"Security,Pool,WiFi",1150645
Premium Apartment in Pune,"Pune, MH",Apartment,1479,1,2,1999,"Garden,Security,Gym,Parking,Pool",498955
Premium Condo in Mumbai,"Mumbai, MH",Condo,1933,1,4,1993,Parking,1528379
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,2349,2,1,1990,"WiFi,Security,Parking,Pool,Gym",1750844
Premium Condo in Ahmedabad,"Ahmedabad, GJ",Condo,2651,4,3,2013,"Pool,Security,Gym",979814
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,3858,3,2,2010,"Garden,Security",1464661
Premium Villa in Delhi,"Delhi, DL",Villa,2978,2,3,1996,WiFi,2768119
Premium Condo in Delhi,"Delhi, DL",Condo,505,6,1,1981,"Parking,Security,Garden,Gym",839362
Premium Condo in Chennai,"Chennai, TN",Condo,2507,4,3,2020,"Pool,WiFi",995314
Premium Villa in Mumbai,"Mumbai, MH",Villa,4466,4,2,2013,"Garden,Security,Gym,Parking,Pool",4405886
Premium Apartment in Pune,"Pune, MH",Apartment,3137,6,3,1984,WiFi,1404747
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,1972,4,4,1998,Security,1864177
Premium Villa in Mumbai,"Mumbai, MH",Villa,1684,3,2,2004,"Pool,Garden,Gym,Parking",1938116
Premium Villa in Bangalore,"Bangalore, KA",Villa,2200,5,4,1994,"Garden,Gym,WiFi,Security,Pool",2257871
Premium Townhouse in Delhi,"Delhi, DL",Townhouse,4848,4,3,1997,"Security,Parking,Pool,Garden,WiFi",3371335
Premium Apartment in Hyderabad,"Hyderabad, TS",Apartment,709,5,1,2005,"Parking,Pool,Gym,Garden,WiFi",525128
Premium Condo in Pune,"Pune, MH",Condo,3876,4,3,2000,"Pool,Parking",1539863
Premium Townhouse in Mumbai,"Mumbai, MH",Townhouse,3766,4,3,2003,"WiFi,Gym,Security",3000309
Premium Penthouse in Hyderabad,"Hyderabad, TS",Penthouse,4715,4,2,2021,"WiFi,Garden",3095979
Premium Villa in Bangalore,"Bangalore, KA",Villa,2822,1,3,2017,"Security,Parking",2357815
Premium Apartment in Kolkata,"Kolkata, WB",Apartment,2886,2,1,1986,"Parking,Gym,Security",904023
Premium Villa in Mumbai,"Mumbai, MH",Villa,2039,5,1,1993,"Garden,Gym,Security,Parking,WiFi",2787005
Premium Condo in Hyderabad,"Hyderabad, TS",Condo,3074,2,1,1980,Security,944206
Premium Condo in Chennai,"Chennai, TN",Condo,1127,6,2,2011,"Gym,Pool,Garden,Parking",679127
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,2021,6,1,2019,"WiFi,Security",2616825
Premium Condo in Pune,"Pune, MH",Condo,3591,3,4,2009,"WiFi,Pool,Gym",1298935
Premium Villa in Kolkata,"Kolkata, WB",Villa,2483,6,2,1982,"Garden,Gym",1542768
Premium Townhouse in Bangalore,"Bangalore, KA",Townhouse,530,4,1,2021,"WiFi,Garden",542246
Premium Apartment in Ahmedabad,"Ahmedabad, GJ",Apartment,4994,4,4,1988,"Garden,WiFi,Parking,Security",1883413
Premium Townhouse in Chennai,"Chennai, TN",Townhouse,2909,3,3,1985,Pool,1074379
Premium Penthouse in Chennai,"Chennai, TN",Penthouse,3918,3,1,2000,"Parking,WiFi,Gym",2867849
Premium Villa in Kolkata,"Kolkata, WB",Villa,886,4,4,2011,WiFi,808444
Premium Villa in Ahmedabad,"Ahmedabad, GJ",Villa,1922,2,2,1996,"Security,Pool,WiFi,Gym,Parking",1151783
Premium Townhouse in Hyderabad,"Hyderabad, TS",Townhouse,2759,6,3,1980,"Garden,WiFi,Parking,Security",1260381
Premium Townhouse in Pune,"Pune, MH",Townhouse,751,1,2,2008,Security,287224
Premium Penthouse in Kolkata,"Kolkata, WB",Penthouse,4431,4,1,2004,Parking,3310452
Premium Condo in Chennai,"Chennai, TN",Condo,3813,2,1,2021,"Security,Pool,WiFi,Garden,Gym",1172183
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,2501,2,2,2012,"Pool,Parking",2547608
Premium Penthouse in Bangalore,"Bangalore, KA",Penthouse,3980,5,1,2022,Garden,4423940
Premium Apartment in Bangalore,"Bangalore, KA",Apartment,2391,6,2,1990,Gym,1731596
